Date,Lst Trd/Lst Prxx,Time,Trading Day,Closing,Relative Closing,Weekday,Relative Time,,,,,,,,,
9/25/2025 21:30,104-03+,9:30:00 PM,9/25/2025,104.11,0.00390625,Thursday,3:30:00 AM,,,,,,,,,
9/25/2025 21:35,104-03?,9:35:00 PM,9/25/2025,104.11,0,Thursday,3:35:00 AM,,,,,,,,,
9/25/2025 21:45,104-03¼,9:45:00 PM,9/25/2025,104.10,-0.00390625,Thursday,3:45:00 AM,,,,,,,,,
9/25/2025 21:50,104-03?,9:50:00 PM,9/25/2025,104.11,0,Thursday,3:50:00 AM,,,,,,,,,
9/25/2025 21:55,104-03?,9:55:00 PM,9/25/2025,104.11,0,Thursday,3:55:00 AM,,,,,,,,,
9/25/2025 22:00,104-03?,10:00:00 PM,9/25/2025,104.11,0,Thursday,4:00:00 AM,,,,,,,,,
9/25/2025 22:05,104-03+,10:05:00 PM,9/25/2025,104.11,0.00390625,Thursday,4:05:00 AM,,,,,,,,,
9/25/2025 22:15,104-03?,10:15:00 PM,9/25/2025,104.11,0,Thursday,4:15:00 AM,,,,,,,,,
9/25/2025 22:20,104-03?,10:20:00 PM,9/25/2025,104.11,0,Thursday,4:20:00 AM,,,,,,,,,
9/25/2025 22:25,104-03+,10:25:00 PM,9/25/2025,104.11,0.00390625,Thursday,4:25:00 AM,,,,,,,,,
9/25/2025 22:30,104-03+,10:30:00 PM,9/25/2025,104.11,0.00390625,Thursday,4:30:00 AM,,,,,,,,,
9/25/2025 22:35,104-03+,10:35:00 PM,9/25/2025,104.11,0.00390625,Thursday,4:35:00 AM,,,,,,,,,
9/25/2025 22:40,104-03?,10:40:00 PM,9/25/2025,104.11,0,Thursday,4:40:00 AM,,,,,,,,,
9/25/2025 22:45,104-03+,10:45:00 PM,9/25/2025,104.11,0.00390625,Thursday,4:45:00 AM,,,,,,,,,
9/25/2025 23:00,104-03+,11:00:00 PM,9/25/2025,104.11,0.00390625,Thursday,5:00:00 AM,,,,,,,,,
9/25/2025 23:05,104-03+,11:05:00 PM,9/25/2025,104.11,0.00390625,Thursday,5:05:00 AM,,,,,,,,,
9/25/2025 23:10,104-03?,11:10:00 PM,9/25/2025,104.11,0,Thursday,5:10:00 AM,,,,,,,,,
9/25/2025 23:15,104-03?,11:15:00 PM,9/25/2025,104.11,0,Thursday,5:15:00 AM,,,,,,,,,
9/25/2025 23:20,104-03?,11:20:00 PM,9/25/2025,104.11,0,Thursday,5:20:00 AM,,,,,,,,,
9/25/2025 23:25,104-03?,11:25:00 PM,9/25/2025,104.11,0,Thursday,5:25:00 AM,,,,,,,,,
9/25/2025 23:30,104-03?,11:30:00 PM,9/25/2025,104.11,0,Thursday,5:30:00 AM,,,,,,,,,
9/25/2025 23:35,104-03?,11:35:00 PM,9/25/2025,104.11,0,Thursday,5:35:00 AM,,,,,,,,,
9/25/2025 23:40,104-03?,11:40:00 PM,9/25/2025,104.11,0,Thursday,5:40:00 AM,,,,,,,,,
9/25/2025 23:45,104-03+,11:45:00 PM,9/25/2025,104.11,0.00390625,Thursday,5:45:00 AM,,,,,,,,,
9/25/2025 23:50,104-03¾,11:50:00 PM,9/25/2025,104.12,0.01171875,Thursday,5:50:00 AM,,,,,,,,,
9/25/2025 23:55,104-03?,11:55:00 PM,9/25/2025,104.11,0.0078125,Thursday,5:55:00 AM,,,,,,,,,
9/26/2025 0:00,104-03?,12:00:00 AM,9/25/2025,104.11,0.0078125,Thursday,6:00:00 AM,,,,,,,,,
9/26/2025 0:05,104-03?,12:05:00 AM,9/25/2025,104.11,0.0078125,Thursday,6:05:00 AM,,,,,,,,,
9/26/2025 0:10,104-03+,12:10:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:10:00 AM,,,,,,,,,
9/26/2025 0:15,104-03+,12:15:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:15:00 AM,,,,,,,,,
9/26/2025 0:20,104-03+,12:20:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:20:00 AM,,,,,,,,,
9/26/2025 0:25,104-03+,12:25:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:25:00 AM,,,,,,,,,
9/26/2025 0:30,104-03+,12:30:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:30:00 AM,,,,,,,,,
9/26/2025 0:35,104-03+,12:35:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:35:00 AM,,,,,,,,,
9/26/2025 0:40,104-03+,12:40:00 AM,9/25/2025,104.11,0.00390625,Thursday,6:40:00 AM,,,,,,,,,
9/26/2025 0:45,104-03?,12:45:00 AM,9/25/2025,104.11,0.0078125,Thursday,6:45:00 AM,,,,,,,,,
9/26/2025 1:00,104-03?,1:00:00 AM,9/25/2025,104.11,0,Thursday,7:00:00 AM,,,,,,,,,
9/26/2025 1:05,104-03?,1:05:00 AM,9/25/2025,104.11,0,Thursday,7:05:00 AM,,,,,,,,,
9/26/2025 1:10,104-03¼,1:10:00 AM,9/25/2025,104.10,-0.00390625,Thursday,7:10:00 AM,,,,,,,,,
9/26/2025 1:15,104-03?,1:15:00 AM,9/25/2025,104.10,-0.0078125,Thursday,7:15:00 AM,,,,,,,,,
9/26/2025 1:20,104-03¼,1:20:00 AM,9/25/2025,104.10,-0.00390625,Thursday,7:20:00 AM,,,,,,,,,
9/26/2025 1:25,104-03?,1:25:00 AM,9/25/2025,104.10,-0.0078125,Thursday,7:25:00 AM,,,,,,,,,
9/26/2025 1:35,104-03?,1:35:00 AM,9/25/2025,104.10,-0.0078125,Thursday,7:35:00 AM,,,,,,,,,
9/26/2025 1:40,104-03?,1:40:00 AM,9/25/2025,104.10,-0.0078125,Thursday,7:40:00 AM,,,,,,,,,
9/26/2025 1:45,104-03,1:45:00 AM,9/25/2025,104.09,-0.01171875,Thursday,7:45:00 AM,,,,,,,,,
9/26/2025 1:50,104-03?,1:50:00 AM,9/25/2025,104.10,-0.0078125,Thursday,7:50:00 AM,,,,,,,,,
9/26/2025 1:55,104-03,1:55:00 AM,9/25/2025,104.09,-0.01171875,Thursday,7:55:00 AM,,,,,,,,,
9/26/2025 2:00,104-02?,2:00:00 AM,9/25/2025,104.09,-0.015625,Thursday,8:00:00 AM,,,,,,,,,
9/26/2025 2:05,104-03,2:05:00 AM,9/25/2025,104.09,-0.01171875,Thursday,8:05:00 AM,,,,,,,,,
9/26/2025 2:10,104-03¼,2:10:00 AM,9/25/2025,104.10,-0.00390625,Thursday,8:10:00 AM,,,,,,,,,
9/26/2025 2:15,104-03¼,2:15:00 AM,9/25/2025,104.10,-0.00390625,Thursday,8:15:00 AM,,,,,,,,,
9/26/2025 2:20,104-03¼,2:20:00 AM,9/25/2025,104.10,-0.00390625,Thursday,8:20:00 AM,,,,,,,,,
9/26/2025 2:25,104-03¼,2:25:00 AM,9/25/2025,104.10,-0.00390625,Thursday,8:25:00 AM,,,,,,,,,
9/26/2025 2:30,104-03?,2:30:00 AM,9/25/2025,104.11,0,Thursday,8:30:00 AM,,,,,,,,,
9/26/2025 2:35,104-03?,2:35:00 AM,9/25/2025,104.10,-0.0078125,Thursday,8:35:00 AM,,,,,,,,,
9/26/2025 2:40,104-03?,2:40:00 AM,9/25/2025,104.10,-0.0078125,Thursday,8:40:00 AM,,,,,,,,,
9/26/2025 2:45,104-03,2:45:00 AM,9/25/2025,104.09,-0.01171875,Thursday,8:45:00 AM,,,,,,,,,
9/26/2025 2:50,104-03¼,2:50:00 AM,9/25/2025,104.10,-0.00390625,Thursday,8:50:00 AM,,,,,,,,,
9/26/2025 2:55,104-03?,2:55:00 AM,9/25/2025,104.10,-0.0078125,Thursday,8:55:00 AM,,,,,,,,,
9/26/2025 3:00,104-02?,3:00:00 AM,9/25/2025,104.09,-0.015625,Thursday,9:00:00 AM,,,,,,,,,
9/26/2025 3:05,104-03,3:05:00 AM,9/25/2025,104.09,-0.01171875,Thursday,9:05:00 AM,,,,,,,,,
9/26/2025 3:10,104-02¾,3:10:00 AM,9/25/2025,104.09,-0.01953125,Thursday,9:10:00 AM,,,,,,,,,
9/26/2025 3:15,104-03,3:15:00 AM,9/25/2025,104.09,-0.01171875,Thursday,9:15:00 AM,,,,,,,,,
9/26/2025 3:20,104-02?,3:20:00 AM,9/25/2025,104.09,-0.015625,Thursday,9:20:00 AM,,,,,,,,,
9/26/2025 3:25,104-02?,3:25:00 AM,9/25/2025,104.09,-0.015625,Thursday,9:25:00 AM,,,,,,,,,
9/26/2025 3:30,104-03,3:30:00 AM,9/25/2025,104.09,-0.01171875,Thursday,9:30:00 AM,,,,,,,,,
9/26/2025 3:35,104-02?,3:35:00 AM,9/25/2025,104.09,-0.015625,Thursday,9:35:00 AM,,,,,,,,,
9/26/2025 3:40,104-03,3:40:00 AM,9/25/2025,104.09,-0.01171875,Thursday,9:40:00 AM,,,,,,,,,
9/26/2025 3:45,104-03,3:45:00 AM,9/25/2025,104.09,-0.01171875,Thursday,9:45:00 AM,,,,,,,,,
9/26/2025 3:50,104-03?,3:50:00 AM,9/25/2025,104.10,-0.0078125,Thursday,9:50:00 AM,,,,,,,,,
9/26/2025 3:55,104-03,3:55:00 AM,9/25/2025,104.09,-0.01171875,Thursday,9:55:00 AM,,,,,,,,,
9/26/2025 4:00,104-03,4:00:00 AM,9/25/2025,104.09,-0.01171875,Thursday,10:00:00 AM,,,,,,,,,
9/26/2025 4:05,104-03?,4:05:00 AM,9/25/2025,104.10,-0.0078125,Thursday,10:05:00 AM,,,,,,,,,
9/26/2025 4:10,104-03?,4:10:00 AM,9/25/2025,104.10,-0.0078125,Thursday,10:10:00 AM,,,,,,,,,
9/26/2025 4:15,104-03?,4:15:00 AM,9/25/2025,104.10,-0.0078125,Thursday,10:15:00 AM,,,,,,,,,
9/26/2025 4:20,104-03¼,4:20:00 AM,9/25/2025,104.10,-0.00390625,Thursday,10:20:00 AM,,,,,,,,,
9/26/2025 4:25,104-03?,4:25:00 AM,9/25/2025,104.11,0,Thursday,10:25:00 AM,,,,,,,,,
9/26/2025 4:35,104-03¼,4:35:00 AM,9/25/2025,104.10,-0.00390625,Thursday,10:35:00 AM,,,,,,,,,
9/26/2025 4:40,104-03?,4:40:00 AM,9/25/2025,104.11,0,Thursday,10:40:00 AM,,,,,,,,,
9/26/2025 4:45,104-03¼,4:45:00 AM,9/25/2025,104.10,-0.00390625,Thursday,10:45:00 AM,,,,,,,,,
9/26/2025 4:50,104-03¼,4:50:00 AM,9/25/2025,104.10,-0.00390625,Thursday,10:50:00 AM,,,,,,,,,
9/26/2025 4:55,104-03?,4:55:00 AM,9/25/2025,104.10,-0.0078125,Thursday,10:55:00 AM,,,,,,,,,
9/26/2025 5:00,104-03?,5:00:00 AM,9/25/2025,104.10,-0.0078125,Thursday,11:00:00 AM,,,,,,,,,
9/26/2025 5:05,104-03,5:05:00 AM,9/25/2025,104.09,-0.01171875,Thursday,11:05:00 AM,,,,,,,,,
9/26/2025 5:10,104-03?,5:10:00 AM,9/25/2025,104.10,-0.0078125,Thursday,11:10:00 AM,,,,,,,,,
9/26/2025 5:15,104-03?,5:15:00 AM,9/25/2025,104.10,-0.0078125,Thursday,11:15:00 AM,,,,,,,,,
9/26/2025 5:20,104-03¼,5:20:00 AM,9/25/2025,104.10,-0.00390625,Thursday,11:20:00 AM,,,,,,,,,
9/26/2025 5:25,104-03¼,5:25:00 AM,9/25/2025,104.10,-0.00390625,Thursday,11:25:00 AM,,,,,,,,,
9/26/2025 5:30,104-03¼,5:30:00 AM,9/25/2025,104.10,-0.00390625,Thursday,11:30:00 AM,,,,,,,,,
9/26/2025 5:35,104-03¼,5:35:00 AM,9/25/2025,104.10,-0.00390625,Thursday,11:35:00 AM,,,,,,,,,
9/26/2025 5:40,104-03,5:40:00 AM,9/25/2025,104.09,-0.01171875,Thursday,11:40:00 AM,,,,,,,,,
9/26/2025 5:45,104-03¼,5:45:00 AM,9/25/2025,104.10,-0.00390625,Thursday,11:45:00 AM,,,,,,,,,
9/26/2025 5:50,104-03?,5:50:00 AM,9/25/2025,104.10,-0.0078125,Thursday,11:50:00 AM,,,,,,,,,
9/26/2025 5:55,104-03?,5:55:00 AM,9/25/2025,104.10,-0.0078125,Thursday,11:55:00 AM,,,,,,,,,
9/26/2025 6:00,104-03¼,6:00:00 AM,9/25/2025,104.10,-0.00390625,Thursday,12:00:00 PM,,,,,,,,,
9/26/2025 6:05,104-03¼,6:05:00 AM,9/25/2025,104.10,-0.00390625,Thursday,12:05:00 PM,,,,,,,,,
9/26/2025 6:10,104-03¼,6:10:00 AM,9/25/2025,104.10,-0.00390625,Thursday,12:10:00 PM,,,,,,,,,
9/26/2025 6:15,104-03?,6:15:00 AM,9/25/2025,104.10,-0.0078125,Thursday,12:15:00 PM,,,,,,,,,
9/26/2025 6:20,104-03,6:20:00 AM,9/25/2025,104.09,-0.01171875,Thursday,12:20:00 PM,,,,,,,,,
9/26/2025 6:25,104-03,6:25:00 AM,9/25/2025,104.09,-0.01171875,Thursday,12:25:00 PM,,,,,,,,,
9/26/2025 6:30,104-03,6:30:00 AM,9/25/2025,104.09,-0.01171875,Thursday,12:30:00 PM,,,,,,,,,
9/26/2025 6:35,104-02?,6:35:00 AM,9/25/2025,104.09,-0.015625,Thursday,12:35:00 PM,,,,,,,,,
9/26/2025 6:40,104-02?,6:40:00 AM,9/25/2025,104.09,-0.015625,Thursday,12:40:00 PM,,,,,,,,,
9/26/2025 6:45,104-03,6:45:00 AM,9/25/2025,104.09,-0.01171875,Thursday,12:45:00 PM,,,,,,,,,
9/26/2025 6:50,104-03?,6:50:00 AM,9/25/2025,104.10,-0.0078125,Thursday,12:50:00 PM,,,,,,,,,
9/26/2025 6:55,104-03?,6:55:00 AM,9/25/2025,104.10,-0.0078125,Thursday,12:55:00 PM,,,,,,,,,
9/26/2025 7:00,104-03¼,7:00:00 AM,9/25/2025,104.10,-0.00390625,Thursday,1:00:00 PM,,,,,,,,,
9/26/2025 7:05,104-03¼,7:05:00 AM,9/25/2025,104.10,-0.00390625,Thursday,1:05:00 PM,,,,,,,,,
9/26/2025 7:10,104-03¼,7:10:00 AM,9/25/2025,104.10,-0.00390625,Thursday,1:10:00 PM,,,,,,,,,
9/26/2025 7:15,104-03¼,7:15:00 AM,9/25/2025,104.10,-0.00390625,Thursday,1:15:00 PM,,,,,,,,,
9/26/2025 7:20,104-03¼,7:20:00 AM,9/25/2025,104.10,-0.00390625,Thursday,1:20:00 PM,,,,,,,,,
9/26/2025 7:25,104-03?,7:25:00 AM,9/25/2025,104.11,0.0078125,Thursday,1:25:00 PM,,,,,,,,,
9/26/2025 7:30,104-03?,7:30:00 AM,9/25/2025,104.11,0.0078125,Thursday,1:30:00 PM,,,,,,,,,
9/26/2025 7:35,104-03?,7:35:00 AM,9/25/2025,104.11,0.0078125,Thursday,1:35:00 PM,,,,,,,,,
9/26/2025 7:40,104-03¾,7:40:00 AM,9/25/2025,104.12,0.01171875,Thursday,1:40:00 PM,,,,,,,,,
9/26/2025 7:45,104-03¾,7:45:00 AM,9/25/2025,104.12,0.01171875,Thursday,1:45:00 PM,,,,,,,,,
9/26/2025 7:50,104-03?,7:50:00 AM,9/25/2025,104.12,0.015625,Thursday,1:50:00 PM,,,,,,,,,
9/26/2025 7:55,104-03?,7:55:00 AM,9/25/2025,104.12,0.015625,Thursday,1:55:00 PM,,,,,,,,,
9/26/2025 8:00,104-03?,8:00:00 AM,9/25/2025,104.12,0.015625,Thursday,2:00:00 PM,,,,,,,,,
9/26/2025 8:05,104-04,8:05:00 AM,9/25/2025,104.13,0.01953125,Thursday,2:05:00 PM,,,,,,,,,
9/26/2025 8:10,104-04,8:10:00 AM,9/25/2025,104.13,0.01953125,Thursday,2:10:00 PM,,,,,,,,,
9/26/2025 8:15,104-03¾,8:15:00 AM,9/25/2025,104.12,0.01171875,Thursday,2:15:00 PM,,,,,,,,,
9/26/2025 8:20,104-03¾,8:20:00 AM,9/25/2025,104.12,0.01171875,Thursday,2:20:00 PM,,,,,,,,,
9/26/2025 8:25,104-03?,8:25:00 AM,9/25/2025,104.11,0.0078125,Thursday,2:25:00 PM,,,,,,,,,
9/26/2025 8:30,104-03¾,8:30:00 AM,9/25/2025,104.12,0.01171875,Thursday,2:30:00 PM,,,,,,,,,
9/26/2025 8:35,104-03¾,8:35:00 AM,9/25/2025,104.12,0.01171875,Thursday,2:35:00 PM,,,,,,,,,
9/26/2025 8:40,104-03?,8:40:00 AM,9/25/2025,104.12,0.015625,Thursday,2:40:00 PM,,,,,,,,,
9/26/2025 8:45,104-03¾,8:45:00 AM,9/25/2025,104.12,0.01171875,Thursday,2:45:00 PM,,,,,,,,,
9/26/2025 8:50,104-03¾,8:50:00 AM,9/25/2025,104.12,0.01171875,Thursday,2:50:00 PM,,,,,,,,,
9/26/2025 8:55,104-04,8:55:00 AM,9/25/2025,104.13,0.01953125,Thursday,2:55:00 PM,,,,,,,,,
9/26/2025 9:00,104-03?,9:00:00 AM,9/25/2025,104.11,0.0078125,Thursday,3:00:00 PM,,,,,,,,,
9/26/2025 9:05,104-03?,9:05:00 AM,9/25/2025,104.11,0.0078125,Thursday,3:05:00 PM,,,,,,,,,
9/26/2025 9:10,104-03?,9:10:00 AM,9/25/2025,104.11,0.0078125,Thursday,3:10:00 PM,,,,,,,,,
9/26/2025 9:15,104-03?,9:15:00 AM,9/25/2025,104.11,0,Thursday,3:15:00 PM,,,,,,,,,
9/26/2025 9:20,104-03?,9:20:00 AM,9/25/2025,104.10,-0.0078125,Thursday,3:20:00 PM,,,,,,,,,
9/26/2025 9:25,104-03,9:25:00 AM,9/25/2025,104.09,-0.01171875,Thursday,3:25:00 PM,,,,,,,,,
9/26/2025 9:30,104-02?,9:30:00 AM,9/25/2025,104.09,-0.015625,Thursday,3:30:00 PM,,,,,,,,,
9/26/2025 9:35,104-03,9:35:00 AM,9/25/2025,104.09,-0.01171875,Thursday,3:35:00 PM,,,,,,,,,
9/26/2025 9:40,104-02¾,9:40:00 AM,9/25/2025,104.09,-0.01953125,Thursday,3:40:00 PM,,,,,,,,,
9/26/2025 9:45,104-02?,9:45:00 AM,9/25/2025,104.08,-0.0234375,Thursday,3:45:00 PM,,,,,,,,,
9/26/2025 9:50,104-02?,9:50:00 AM,9/25/2025,104.07,-0.03125,Thursday,3:50:00 PM,,,,,,,,,
9/26/2025 9:55,104-02¾,9:55:00 AM,9/25/2025,104.09,-0.01953125,Thursday,3:55:00 PM,,,,,,,,,
9/26/2025 10:00,104-03,10:00:00 AM,9/25/2025,104.09,-0.01171875,Thursday,4:00:00 PM,,,,,,,,,
9/26/2025 10:05,104-03,10:05:00 AM,9/25/2025,104.09,-0.01171875,Thursday,4:05:00 PM,,,,,,,,,
9/26/2025 10:10,104-02¾,10:10:00 AM,9/25/2025,104.09,-0.01953125,Thursday,4:10:00 PM,,,,,,,,,
9/26/2025 10:15,104-03?,10:15:00 AM,9/25/2025,104.10,-0.0078125,Thursday,4:15:00 PM,,,,,,,,,
9/26/2025 10:20,104-03?,10:20:00 AM,9/25/2025,104.10,-0.0078125,Thursday,4:20:00 PM,,,,,,,,,
9/26/2025 10:25,104-03¼,10:25:00 AM,9/25/2025,104.10,-0.00390625,Thursday,4:25:00 PM,,,,,,,,,
9/26/2025 10:30,104-03?,10:30:00 AM,9/25/2025,104.11,0,Thursday,4:30:00 PM,,,,,,,,,
9/26/2025 10:35,104-03?,10:35:00 AM,9/25/2025,104.11,0.0078125,Thursday,4:35:00 PM,,,,,,,,,
9/26/2025 10:40,104-04,10:40:00 AM,9/25/2025,104.13,0.01953125,Thursday,4:40:00 PM,,,,,,,,,
9/26/2025 10:45,104-03?,10:45:00 AM,9/25/2025,104.12,0.015625,Thursday,4:45:00 PM,,,,,,,,,
9/26/2025 10:50,104-03?,10:50:00 AM,9/25/2025,104.11,0,Thursday,4:50:00 PM,,,,,,,,,
9/26/2025 10:55,104-03?,10:55:00 AM,9/25/2025,104.11,0,Thursday,4:55:00 PM,,,,,,,,,
9/26/2025 11:00,104-03¼,11:00:00 AM,9/25/2025,104.10,-0.00390625,Thursday,5:00:00 PM,,,,,,,,,
9/26/2025 11:05,104-02?,11:05:00 AM,9/25/2025,104.09,-0.015625,Thursday,5:05:00 PM,,,,,,,,,
9/26/2025 11:10,104-03,11:10:00 AM,9/25/2025,104.09,-0.01171875,Thursday,5:10:00 PM,,,,,,,,,
9/26/2025 11:15,104-02?,11:15:00 AM,9/25/2025,104.09,-0.015625,Thursday,5:15:00 PM,,,,,,,,,
9/26/2025 11:20,104-02?,11:20:00 AM,9/25/2025,104.09,-0.015625,Thursday,5:20:00 PM,,,,,,,,,
9/26/2025 11:25,104-03?,11:25:00 AM,9/25/2025,104.10,-0.0078125,Thursday,5:25:00 PM,,,,,,,,,
9/26/2025 11:30,104-03?,11:30:00 AM,9/25/2025,104.10,-0.0078125,Thursday,5:30:00 PM,,,,,,,,,
9/26/2025 11:35,104-03?,11:35:00 AM,9/25/2025,104.10,-0.0078125,Thursday,5:35:00 PM,,,,,,,,,
9/26/2025 11:40,104-03?,11:40:00 AM,9/25/2025,104.10,-0.0078125,Thursday,5:40:00 PM,,,,,,,,,
9/26/2025 11:45,104-03,11:45:00 AM,9/25/2025,104.09,-0.01171875,Thursday,5:45:00 PM,,,,,,,,,
9/26/2025 11:50,104-03?,11:50:00 AM,9/25/2025,104.10,-0.0078125,Thursday,5:50:00 PM,,,,,,,,,
9/26/2025 11:55,104-03¼,11:55:00 AM,9/25/2025,104.10,-0.00390625,Thursday,5:55:00 PM,,,,,,,,,
9/26/2025 12:00,104-03,12:00:00 PM,9/25/2025,104.09,-0.01171875,Thursday,6:00:00 PM,,,,,,,,,
9/26/2025 12:05,104-03,12:05:00 PM,9/25/2025,104.09,-0.01171875,Thursday,6:05:00 PM,,,,,,,,,
9/26/2025 12:10,104-02?,12:10:00 PM,9/25/2025,104.09,-0.015625,Thursday,6:10:00 PM,,,,,,,,,
9/26/2025 12:15,104-03¼,12:15:00 PM,9/25/2025,104.10,-0.00390625,Thursday,6:15:00 PM,,,,,,,,,
9/26/2025 12:20,104-02?,12:20:00 PM,9/25/2025,104.09,-0.015625,Thursday,6:20:00 PM,,,,,,,,,
9/26/2025 12:25,104-03¼,12:25:00 PM,9/25/2025,104.10,-0.00390625,Thursday,6:25:00 PM,,,,,,,,,
9/26/2025 12:30,104-03¼,12:30:00 PM,9/25/2025,104.10,-0.00390625,Thursday,6:30:00 PM,,,,,,,,,
9/26/2025 12:35,104-03?,12:35:00 PM,9/25/2025,104.11,0,Thursday,6:35:00 PM,,,,,,,,,
9/26/2025 12:40,104-03+,12:40:00 PM,9/25/2025,104.11,0.00390625,Thursday,6:40:00 PM,,,,,,,,,
9/26/2025 12:45,104-03¾,12:45:00 PM,9/25/2025,104.12,0.01171875,Thursday,6:45:00 PM,,,,,,,,,
9/26/2025 12:50,104-03?,12:50:00 PM,9/25/2025,104.11,0.0078125,Thursday,6:50:00 PM,,,,,,,,,
9/26/2025 12:55,104-03¼,12:55:00 PM,9/25/2025,104.10,-0.00390625,Thursday,6:55:00 PM,,,,,,,,,
9/26/2025 13:00,104-03+,1:00:00 PM,9/25/2025,104.11,0.00390625,Thursday,7:00:00 PM,,,,,,,,,
9/26/2025 13:05,104-03?,1:05:00 PM,9/25/2025,104.11,0.0078125,Thursday,7:05:00 PM,,,,,,,,,
9/26/2025 13:10,104-03?,1:10:00 PM,9/25/2025,104.12,0.015625,Thursday,7:10:00 PM,,,,,,,,,
9/26/2025 13:15,104-03?,1:15:00 PM,9/25/2025,104.12,0.015625,Thursday,7:15:00 PM,,,,,,,,,
9/26/2025 13:20,104-03¾,1:20:00 PM,9/25/2025,104.12,0.01171875,Thursday,7:20:00 PM,,,,,,,,,
9/26/2025 13:25,104-03?,1:25:00 PM,9/25/2025,104.12,0.015625,Thursday,7:25:00 PM,,,,,,,,,
9/26/2025 13:30,104-04,1:30:00 PM,9/25/2025,104.13,0.01953125,Thursday,7:30:00 PM,,,,,,,,,
9/26/2025 13:35,104-03?,1:35:00 PM,9/25/2025,104.12,0.015625,Thursday,7:35:00 PM,,,,,,,,,
9/26/2025 13:40,104-03¾,1:40:00 PM,9/25/2025,104.12,0.01171875,Thursday,7:40:00 PM,,,,,,,,,
9/26/2025 13:45,104-03?,1:45:00 PM,9/25/2025,104.12,0.015625,Thursday,7:45:00 PM,,,,,,,,,
9/26/2025 13:50,104-03¾,1:50:00 PM,9/25/2025,104.12,0.01171875,Thursday,7:50:00 PM,,,,,,,,,
9/26/2025 13:55,104-03¾,1:55:00 PM,9/25/2025,104.12,0.01171875,Thursday,7:55:00 PM,,,,,,,,,
9/26/2025 14:00,104-03?,2:00:00 PM,9/25/2025,104.12,0.015625,Thursday,8:00:00 PM,,,,,,,,,
9/26/2025 14:05,104-04,2:05:00 PM,9/25/2025,104.13,0.01953125,Thursday,8:05:00 PM,,,,,,,,,
9/26/2025 14:10,104-04,2:10:00 PM,9/25/2025,104.13,0.01953125,Thursday,8:10:00 PM,,,,,,,,,
9/26/2025 14:15,104-03?,2:15:00 PM,9/25/2025,104.12,0.015625,Thursday,8:15:00 PM,,,,,,,,,
9/26/2025 14:20,104-03¾,2:20:00 PM,9/25/2025,104.12,0.01171875,Thursday,8:20:00 PM,,,,,,,,,
9/26/2025 14:25,104-03¾,2:25:00 PM,9/25/2025,104.12,0.01171875,Thursday,8:25:00 PM,,,,,,,,,
9/26/2025 14:30,104-04,2:30:00 PM,9/25/2025,104.13,0.01953125,Thursday,8:30:00 PM,,,,,,,,,
9/26/2025 14:35,104-03?,2:35:00 PM,9/25/2025,104.12,0.015625,Thursday,8:35:00 PM,,,,,,,,,
9/26/2025 14:40,104-03?,2:40:00 PM,9/25/2025,104.12,0.015625,Thursday,8:40:00 PM,,,,,,,,,
9/26/2025 14:45,104-03¾,2:45:00 PM,9/25/2025,104.12,0.01171875,Thursday,8:45:00 PM,,,,,,,,,
9/26/2025 14:50,104-03¾,2:50:00 PM,9/25/2025,104.12,0.01171875,Thursday,8:50:00 PM,,,,,,,,,
9/26/2025 14:55,104-03?,2:55:00 PM,9/25/2025,104.11,0.0078125,Thursday,8:55:00 PM,,,,,,,,,
9/26/2025 15:00,104-03¾,3:00:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:00:00 PM,,,,,,,,,
9/26/2025 15:05,104-03¾,3:05:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:05:00 PM,,,,,,,,,
9/26/2025 15:10,104-03¾,3:10:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:10:00 PM,,,,,,,,,
9/26/2025 15:15,104-03?,3:15:00 PM,9/25/2025,104.12,0.015625,Thursday,9:15:00 PM,,,,,,,,,
9/26/2025 15:20,104-03?,3:20:00 PM,9/25/2025,104.11,0.0078125,Thursday,9:20:00 PM,,,,,,,,,
9/26/2025 15:25,104-03?,3:25:00 PM,9/25/2025,104.11,0.0078125,Thursday,9:25:00 PM,,,,,,,,,
9/26/2025 15:30,104-03?,3:30:00 PM,9/25/2025,104.11,0.0078125,Thursday,9:30:00 PM,,,,,,,,,
9/26/2025 15:35,104-03¾,3:35:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:35:00 PM,,,,,,,,,
9/26/2025 15:40,104-03¾,3:40:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:40:00 PM,,,,,,,,,
9/26/2025 15:45,104-03¾,3:45:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:45:00 PM,,,,,,,,,
9/26/2025 15:50,104-03¾,3:50:00 PM,9/25/2025,104.12,0.01171875,Thursday,9:50:00 PM,,,,,,,,,
9/26/2025 15:55,104-03?,3:55:00 PM,9/25/2025,104.12,0.015625,Thursday,9:55:00 PM,,,,,,,,,
